temperatureid,countryid,tempyear,elementid,temperatureincrease
989,28,1973,7271,0.203
990,28,1974,7271,-0.335
991,28,1975,7271,-0.382
992,28,1976,7271,-0.447
993,28,1977,7271,0.09
994,28,1978,7271,0.163
995,28,1979,7271,0.11
996,28,1980,7271,0.659
997,28,1981,7271,0.579
998,28,1982,7271,0.183
999,28,1983,7271,0.45
1000,28,1984,7271,-0.049
1001,28,1985,7271,-0.111
1002,28,1986,7271,-0.094
1003,28,1987,7271,0.571
1004,28,1988,7271,0.309
1005,28,1989,7271,-0.164
1006,28,1990,7271,0.367
1007,28,1991,7271,0.485
1008,28,1992,7271,0.511
1009,28,1993,7271,0.501
1010,28,1994,7271,0.438
1011,28,1995,7271,0.683
1012,28,1996,7271,0.432
1013,28,1997,7271,0.591
1014,28,1998,7271,1.158
1015,28,1999,7271,0.611
1016,28,2000,7271,0.384
1017,28,2001,7271,
1018,28,2002,7271,0.681
1019,28,2003,7271,0.9
1020,28,2004,7271,0.566
1021,28,2005,7271,0.864
1022,28,2006,7271,0.561
1023,28,2007,7271,0.847
1024,28,2008,7271,0.303
1025,28,2009,7271,0.482
1026,28,2010,7271,1.147
1027,28,2011,7271,0.576
1028,28,2012,7271,0.682
1029,28,2013,7271,0.766
1030,28,2014,7271,0.723
1031,28,2015,7271,1.032
1032,28,2016,7271,1.105
1033,28,2017,7271,0.965
1034,28,2018,7271,0.694
1035,28,2019,7271,0.806
1036,28,2020,7271,1.141
1037,28,2021,7271,0.873
1038,28,1961,6078,0.261
1039,28,1962,6078,0.261
1040,28,1963,6078,0.261
1041,28,1964,6078,0.261
1042,28,1965,6078,0.261
1043,28,1966,6078,0.261
1044,28,1967,6078,0.261
1045,28,1968,6078,0.261
1046,28,1969,6078,0.261
1047,28,1970,6078,0.261
1048,28,1971,6078,0.261
1049,28,1972,6078,0.261
1050,28,1973,6078,0.261
1051,28,1974,6078,0.261
1052,28,1975,6078,0.261
1053,28,1976,6078,0.261
1054,28,1977,6078,0.261
1055,28,1978,6078,0.261
1056,28,1979,6078,0.261
1057,28,1980,6078,0.261
1058,28,1981,6078,0.261
1059,28,1982,6078,0.261
1060,28,1983,6078,0.261
1061,28,1984,6078,0.261
1062,28,1985,6078,0.261
1063,28,1986,6078,0.261
1064,28,1987,6078,0.261
1065,28,1988,6078,0.261
1066,28,1989,6078,0.261
1067,28,1990,6078,0.261
1068,28,1991,6078,0.261
1069,28,1992,6078,0.261
1070,28,1993,6078,0.261
1071,28,1994,6078,0.261
1072,28,1995,6078,0.261
1073,28,1996,6078,0.261
1074,28,1997,6078,0.261
1075,28,1998,6078,0.261
1076,28,1999,6078,0.261
1077,28,2000,6078,0.261
1078,28,2001,6078,
1079,28,2002,6078,0.261
1080,28,2003,6078,0.261
1081,28,2004,6078,0.261
1082,28,2005,6078,0.261
1083,28,2006,6078,0.261
1084,28,2007,6078,0.261
1085,28,2008,6078,0.261
1086,28,2009,6078,0.261
1087,28,2010,6078,0.261
1088,28,2011,6078,0.261
1089,28,2012,6078,0.261
1090,28,2013,6078,0.261
1091,28,2014,6078,0.261
1092,28,2015,6078,0.261
1093,28,2016,6078,0.261
1094,28,2017,6078,0.261
1095,28,2018,6078,0.261
1096,28,2019,6078,0.261
1097,28,2020,6078,0.261
1098,28,2021,6078,0.261
1099,32,1961,7271,0.128
1100,32,1962,7271,-0.03
1101,32,1963,7271,0.175
1102,32,1964,7271,-0.345
1103,32,1965,7271,0.091
1104,32,1966,7271,-0.171
1105,32,1967,7271,-0.001
1106,32,1968,7271,0.478
1107,32,1969,7271,0.295
1108,32,1970,7271,0.442
1109,32,1971,7271,-0.263
1110,32,1972,7271,-0.007
1111,32,1973,7271,-0.155
1112,32,1974,7271,-0.12
1113,32,1975,7271,-0.031
1114,32,1976,7271,-0.334
1115,32,1977,7271,0.407
1116,32,1978,7271,0.333
1117,32,1979,7271,0.233
1118,32,1980,7271,0.346
1119,32,1981,7271,0.358
1120,32,1982,7271,0.341
1121,32,1983,7271,0.029
1122,32,1984,7271,-0.109
1123,32,1985,7271,0.292
1124,32,1986,7271,0.456
1125,32,1987,7271,0.435
1126,32,1988,7271,-0.206
1127,32,1989,7271,0.591
1128,32,1990,7271,0.422
1129,32,1991,7271,0.256
1130,32,1992,7271,-0.253
1131,32,1993,7271,0.084
1132,32,1994,7271,0.486
1133,32,1995,7271,0.254
1134,32,1996,7271,0.515
1135,32,1997,7271,0.762
1136,32,1998,7271,0.35
1137,32,1999,7271,0.158
1138,32,2000,7271,-0.187
1139,32,2001,7271,0.415
1140,32,2002,7271,0.28
1141,32,2003,7271,0.615
1142,32,2004,7271,0.421
1143,32,2005,7271,0.228
1144,32,2006,7271,0.547
1145,32,2007,7271,-0.219
1146,32,2008,7271,0.55
1147,32,2009,7271,0.793
1148,32,2010,7271,0.102
1149,32,2011,7271,0.36
1150,32,2012,7271,0.787
1151,32,2013,7271,0.437
1152,32,2014,7271,0.951
1153,32,2015,7271,0.953
1154,32,2016,7271,0.492
1155,32,2017,7271,1.1
1156,32,2018,7271,0.876
1157,32,2019,7271,0.756
1158,32,2020,7271,1.109
1159,32,2021,7271,1.011
1160,32,1961,6078,0.311
1161,32,1962,6078,0.311
1162,32,1963,6078,0.311
1163,32,1964,6078,0.311
1164,32,1965,6078,0.311
1165,32,1966,6078,0.311
1166,32,1967,6078,0.311
1167,32,1968,6078,0.311
1168,32,1969,6078,0.311
1169,32,1970,6078,0.311
1170,32,1971,6078,0.311
1171,32,1972,6078,0.311
1172,32,1973,6078,0.311
1173,32,1974,6078,0.311
1174,32,1975,6078,0.311
1175,32,1976,6078,0.311
1176,32,1977,6078,0.311
1177,32,1978,6078,0.311
1178,32,1979,6078,0.311
1179,32,1980,6078,0.311
1180,32,1981,6078,0.311
1181,32,1982,6078,0.311
1182,32,1983,6078,0.311
1183,32,1984,6078,0.311
1184,32,1985,6078,0.311
1185,32,1986,6078,0.311
1186,32,1987,6078,0.311
1187,32,1988,6078,0.311
1188,32,1989,6078,0.311
1189,32,1990,6078,0.311
1190,32,1991,6078,0.311
1191,32,1992,6078,0.311
1192,32,1993,6078,0.311
1193,32,1994,6078,0.311
1194,32,1995,6078,0.311
1195,32,1996,6078,0.311
1196,32,1997,6078,0.311
1197,32,1998,6078,0.311
1198,32,1999,6078,0.311
1199,32,2000,6078,0.311
1200,32,2001,6078,0.311
1201,32,2002,6078,0.311
1202,32,2003,6078,0.311
1203,32,2004,6078,0.311
1204,32,2005,6078,0.311
1205,32,2006,6078,0.311
1206,32,2007,6078,0.311
1207,32,2008,6078,0.311
1208,32,2009,6078,0.311
1209,32,2010,6078,0.311
1210,32,2011,6078,0.311
1211,32,2012,6078,0.311
1212,32,2013,6078,0.311
1213,32,2014,6078,0.311
1214,32,2015,6078,0.311
1215,32,2016,6078,0.311
1216,32,2017,6078,0.311
1217,32,2018,6078,0.311
1218,32,2019,6078,0.311
1219,32,2020,6078,0.311
1220,32,2021,6078,0.311
1221,51,1992,7271,-1.294
1222,51,1993,7271,-0.947
1223,51,1994,7271,0.479
1224,51,1995,7271,0.708
1225,51,1996,7271,0.499
1226,51,1997,7271,0.672
1227,51,1998,7271,1.371
1228,51,1999,7271,1.527
1229,51,2000,7271,1.038
1230,51,2001,7271,1.412
1231,51,2002,7271,1.125
1232,51,2003,7271,0.117
1233,51,2004,7271,1.144
1234,51,2005,7271,0.51
1235,51,2006,7271,1.627
1236,51,2007,7271,0.682
1237,51,2008,7271,0.811
1238,51,2009,7271,0.681
1239,51,2010,7271,2.805
1240,51,2011,7271,0.676
1241,51,2012,7271,1.272
1242,51,2013,7271,1.407
1243,51,2014,7271,1.258
1244,51,2015,7271,1.921
1245,51,2016,7271,1.339
1246,51,2017,7271,0.901
1247,51,2018,7271,2.781
1248,51,2019,7271,1.853
1249,51,2020,7271,1.966
1250,51,2021,7271,2.212
1251,51,1992,6078,
1252,51,1993,6078,
1253,51,1994,6078,
1254,51,1995,6078,
1255,51,1996,6078,
1256,51,1997,6078,
1257,51,1998,6078,
1258,51,1999,6078,
1259,51,2000,6078,
1260,51,2001,6078,
1261,51,2002,6078,
1262,51,2003,6078,
1263,51,2004,6078,
1264,51,2005,6078,
1265,51,2006,6078,
1266,51,2007,6078,
1267,51,2008,6078,
1268,51,2009,6078,
1269,51,2010,6078,
1270,51,2011,6078,
1271,51,2012,6078,
1272,51,2013,6078,
1273,51,2014,6078,
1274,51,2015,6078,
1275,51,2016,6078,
1276,51,2017,6078,
1277,51,2018,6078,
1278,51,2019,6078,
1279,51,2020,6078,
1280,51,2021,6078,
1281,533,1961,7271,-0.223
1282,533,1962,7271,0.092
1283,533,1963,7271,-0.011
1284,533,1964,7271,0.158
1285,533,1965,7271,-0.501
1286,533,1966,7271,0.068
1287,533,1967,7271,-0.304
1288,533,1968,7271,-0.092
1289,533,1969,7271,0.477
1290,533,1970,7271,0.252
1291,533,1971,7271,-0.286
1292,533,1972,7271,0.032
1293,533,1973,7271,0.267
1294,533,1974,7271,-0.462
1295,533,1975,7271,-0.182
1296,533,1976,7271,-0.424
1297,533,1977,7271,0.25
1298,533,1978,7271,0.488
1299,533,1979,7271,
1300,533,1980,7271,0.63
1301,533,1981,7271,0.379
1302,533,1982,7271,0.355
1303,533,1983,7271,0.681
1304,533,1984,7271,0.147
1305,533,1985,7271,-0.207
1306,533,1986,7271,-0.042
1307,533,1987,7271,0.692
1308,533,1988,7271,0.453
1309,533,1989,7271,-0.151
1310,533,1990,7271,0.122
1311,533,1991,7271,0.364
1312,533,1992,7271,0.523
1313,533,1993,7271,
1314,533,1994,7271,0.336
1315,533,1995,7271,0.589
1316,533,1996,7271,0.689
1317,533,1997,7271,0.387
1318,533,1998,7271,1.13
1319,533,1999,7271,0.216
1320,533,2000,7271,-0.069
1321,533,2001,7271,0.531
1322,533,2002,7271,0.688
1323,533,2003,7271,0.796
1324,533,2004,7271,0.338
1325,533,2005,7271,0.493
1326,533,2006,7271,0.49
1327,533,2007,7271,0.867
1328,533,2008,7271,0.276
1329,533,2009,7271,0.703
1330,533,2010,7271,1.25
1331,533,2011,7271,0.354
1332,533,2012,7271,0.554
1333,533,2013,7271,1.017
1334,533,2014,7271,0.804
1335,533,2015,7271,1.604
1336,533,2016,7271,0.781
1337,533,2017,7271,1.177
1338,533,2018,7271,0.817
1339,533,2019,7271,1.152
1340,533,2020,7271,1.479
1341,533,2021,7271,
1342,533,1961,6078,0.323
1343,533,1962,6078,0.323
1344,533,1963,6078,0.323
1345,533,1964,6078,0.323
1346,533,1965,6078,0.323
1347,533,1966,6078,0.323
1348,533,1967,6078,0.323
1349,533,1968,6078,0.323
1350,533,1969,6078,0.323
1351,533,1970,6078,0.323
1352,533,1971,6078,0.323
1353,533,1972,6078,0.323
1354,533,1973,6078,0.323
1355,533,1974,6078,0.323
1356,533,1975,6078,0.323
1357,533,1976,6078,0.323
1358,533,1977,6078,0.323
1359,533,1978,6078,0.323
1360,533,1979,6078,
1361,533,1980,6078,0.323
1362,533,1981,6078,0.323
1363,533,1982,6078,0.323
1364,533,1983,6078,0.323
1365,533,1984,6078,0.323
1366,533,1985,6078,0.323
1367,533,1986,6078,0.323
1368,533,1987,6078,0.323
1369,533,1988,6078,0.323
1370,533,1989,6078,0.323
1371,533,1990,6078,0.323
1372,533,1991,6078,0.323
1373,533,1992,6078,0.323
1374,533,1993,6078,
1375,533,1994,6078,0.323
1376,533,1995,6078,0.323
1377,533,1996,6078,0.323
1378,533,1997,6078,0.323
1379,533,1998,6078,0.323
1380,533,1999,6078,0.323
1381,533,2000,6078,0.323
1382,533,2001,6078,0.323
1383,533,2002,6078,0.323
1384,533,2003,6078,0.323
1385,533,2004,6078,0.323
1386,533,2005,6078,0.323
1387,533,2006,6078,0.323
1388,533,2007,6078,0.323
1389,533,2008,6078,0.323
1390,533,2009,6078,0.323
1391,533,2010,6078,0.323
1392,533,2011,6078,0.323
1393,533,2012,6078,0.323
1394,533,2013,6078,0.323
1395,533,2014,6078,0.323
1396,533,2015,6078,0.323
1397,533,2016,6078,0.323
1398,533,2017,6078,0.323
1399,533,2018,6078,0.323
1400,533,2019,6078,0.323
1401,533,2020,6078,0.323
1402,533,2021,6078,
1403,36,1961,7271,0.151
1404,36,1962,7271,0.118
1405,36,1963,7271,-0.111
1406,36,1964,7271,-0.029
1407,36,1965,7271,0.121
1408,36,1966,7271,-0.245
1409,36,1967,7271,-0.092
1410,36,1968,7271,-0.19
1411,36,1969,7271,0.115
1412,36,1970,7271,0.008
1413,36,1971,7271,-0.028
1414,36,1972,7271,0.103
1415,36,1973,7271,0.853
1416,36,1974,7271,-0.354
1417,36,1975,7271,0.051
1418,36,1976,7271,-0.521
1419,36,1977,7271,0.176
1420,36,1978,7271,0.069
1421,36,1979,7271,0.364
1422,36,1980,7271,0.869
1423,36,1981,7271,0.466
1424,36,1982,7271,0.159
1425,36,1983,7271,0.608
1426,36,1984,7271,-0.186
1427,36,1985,7271,0.323
1428,36,1986,7271,0.358
1429,36,1987,7271,0.329
1430,36,1988,7271,0.932
1431,36,1989,7271,0.132
1432,36,1990,7271,0.534
1433,36,1991,7271,0.806
1434,36,1992,7271,0.268
1435,36,1993,7271,0.466
1436,36,1994,7271,0.199
1437,36,1995,7271,0.398
1438,36,1996,7271,0.582
1439,36,1997,7271,0.363
1440,36,1998,7271,1.062
1441,36,1999,7271,0.56
1442,36,2000,7271,0.124
1443,36,2001,7271,0.311
1444,36,2002,7271,0.706
1445,36,2003,7271,0.807
1446,36,2004,7271,0.698
1447,36,2005,7271,1.181
1448,36,2006,7271,0.683
1449,36,2007,7271,0.887
1450,36,2008,7271,0.582
1451,36,2009,7271,0.986
1452,36,2010,7271,0.624
1453,36,2011,7271,0.156
1454,36,2012,7271,0.258
1455,36,2013,7271,1.459
1456,36,2014,7271,1.166
1457,36,2015,7271,1.062
1458,36,2016,7271,1.145
1459,36,2017,7271,1.122
1460,36,2018,7271,1.112
1461,36,2019,7271,1.411
1462,36,2020,7271,1.404
1463,36,2021,7271,0.589
1464,36,1961,6078,0.35
1465,36,1962,6078,0.35
1466,36,1963,6078,0.35
1467,36,1964,6078,0.35
1468,36,1965,6078,0.35
1469,36,1966,6078,0.35
1470,36,1967,6078,0.35
1471,36,1968,6078,0.35
1472,36,1969,6078,0.35
1473,36,1970,6078,0.35
1474,36,1971,6078,0.35
1475,36,1972,6078,0.35
1476,36,1973,6078,0.35
1477,36,1974,6078,0.35
1478,36,1975,6078,0.35
1479,36,1976,6078,0.35
1480,36,1977,6078,0.35
1481,36,1978,6078,0.35
1482,36,1979,6078,0.35
1483,36,1980,6078,0.35
1484,36,1981,6078,0.35
1485,36,1982,6078,0.35
1486,36,1983,6078,0.35
1487,36,1984,6078,0.35
1488,36,1985,6078,0.35
1489,36,1986,6078,0.35
1490,36,1987,6078,0.35
1491,36,1988,6078,0.35
1492,36,1989,6078,0.35
1493,36,1990,6078,0.35
1494,36,1991,6078,0.35
1495,36,1992,6078,0.35
1496,36,1993,6078,0.35
1497,36,1994,6078,0.35
1498,36,1995,6078,0.35
1499,36,1996,6078,0.35
1500,36,1997,6078,0.35
1501,36,1998,6078,0.35
1502,36,1999,6078,0.35
1503,36,2000,6078,0.35
1504,36,2001,6078,0.35
1505,36,2002,6078,0.35
1506,36,2003,6078,0.35
1507,36,2004,6078,0.35
1508,36,2005,6078,0.35
1509,36,2006,6078,0.35
1510,36,2007,6078,0.35
1511,36,2008,6078,0.35
1512,36,2009,6078,0.35
1513,36,2010,6078,0.35
1514,36,2011,6078,0.35
1515,36,2012,6078,0.35
1516,36,2013,6078,0.35
1517,36,2014,6078,0.35
1518,36,2015,6078,0.35
1519,36,2016,6078,0.35
1520,36,2017,6078,0.35
1521,36,2018,6078,0.35
1522,36,2019,6078,0.35
1523,36,2020,6078,0.35
1524,36,2021,6078,0.35
1525,40,1961,7271,1.031
1526,40,1962,7271,-0.624
1527,40,1963,7271,-0.729
1528,40,1964,7271,-0.371
1529,40,1965,7271,-0.884
1530,40,1966,7271,0.603
1531,40,1967,7271,0.678
1532,40,1968,7271,0.214
1533,40,1969,7271,-0.123
1534,40,1970,7271,-0.549
1535,40,1971,7271,-0.058
1536,40,1972,7271,0.108
1537,40,1973,7271,-0.031
1538,40,1974,7271,0.316
1539,40,1975,7271,0.862
1540,40,1976,7271,0.216
1541,40,1977,7271,0.5
1542,40,1978,7271,-0.474
1543,40,1979,7271,-0.11
1544,40,1980,7271,-0.272
1545,40,1981,7271,0.279
1546,40,1982,7271,0.389
1547,40,1983,7271,1.068
1548,40,1984,7271,-0.242
1549,40,1985,7271,-0.56
1550,40,1986,7271,0.325
1551,40,1987,7271,-0.256
1552,40,1988,7271,0.827
1553,40,1989,7271,1.11
1554,40,1990,7271,1.268
1555,40,1991,7271,0.13
1556,40,1992,7271,1.25
1557,40,1993,7271,0.529
1558,40,1994,7271,1.962
1559,40,1995,7271,0.943
1560,40,1996,7271,-0.198
1561,40,1997,7271,0.517
1562,40,1998,7271,1.347
1563,40,1999,7271,0.985
1564,40,2000,7271,1.768
1565,40,2001,7271,1.504
1566,40,2002,7271,1.539
1567,40,2003,7271,1.473
1568,40,2004,7271,0.839
1569,40,2005,7271,0.638
1570,40,2006,7271,0.921
1571,40,2007,7271,2.15
1572,40,2008,7271,1.593
1573,40,2009,7271,1.552
1574,40,2010,7271,0.662
1575,40,2011,7271,1.381
1576,40,2012,7271,1.791
1577,40,2013,7271,1.103
1578,40,2014,7271,2.427
1579,40,2015,7271,2.183
1580,40,2016,7271,2.111
1581,40,2017,7271,1.753
1582,40,2018,7271,2.535
1583,40,2019,7271,2.369
1584,40,2020,7271,2.32
1585,40,2021,7271,1.397
1586,40,1961,6078,0.53
1587,40,1962,6078,0.53
1588,40,1963,6078,0.53
1589,40,1964,6078,0.53
1590,40,1965,6078,0.53
1591,40,1966,6078,0.53
1592,40,1967,6078,0.53
1593,40,1968,6078,0.53
1594,40,1969,6078,0.53
1595,40,1970,6078,0.53
1596,40,1971,6078,0.53
1597,40,1972,6078,0.53
1598,40,1973,6078,0.53
1599,40,1974,6078,0.53
1600,40,1975,6078,0.53
1601,40,1976,6078,0.53
1602,40,1977,6078,0.53
1603,40,1978,6078,0.53
1604,40,1979,6078,0.53
1605,40,1980,6078,0.53
1606,40,1981,6078,0.53
1607,40,1982,6078,0.53
1608,40,1983,6078,0.53
1609,40,1984,6078,0.53
1610,40,1985,6078,0.53
1611,40,1986,6078,0.53
1612,40,1987,6078,0.53
1613,40,1988,6078,0.53
1614,40,1989,6078,0.53
1615,40,1990,6078,0.53
1616,40,1991,6078,0.53
1617,40,1992,6078,0.53
1618,40,1993,6078,0.53
1619,40,1994,6078,0.53
1620,40,1995,6078,0.53
1621,40,1996,6078,0.53
1622,40,1997,6078,0.53
1623,40,1998,6078,0.53
1624,40,1999,6078,0.53
1625,40,2000,6078,0.53
1626,40,2001,6078,0.53
1627,40,2002,6078,0.53
1628,40,2003,6078,0.53
1629,40,2004,6078,0.53
1630,40,2005,6078,0.53
1631,40,2006,6078,0.53
1632,40,2007,6078,0.53
1633,40,2008,6078,0.53
1634,40,2009,6078,0.53
1635,40,2010,6078,0.53
1636,40,2011,6078,0.53
1637,40,2012,6078,0.53
1638,40,2013,6078,0.53
1639,40,2014,6078,0.53
1640,40,2015,6078,0.53
1641,40,2016,6078,0.53
1642,40,2017,6078,0.53
1643,40,2018,6078,0.53
1644,40,2019,6078,0.53
1645,40,2020,6078,0.53
1646,40,2021,6078,0.53
1647,31,1992,7271,-0.823
1648,31,1993,7271,-1.003
1649,31,1994,7271,0.105
1650,31,1995,7271,1.023
1651,31,1996,7271,0.259
1652,31,1997,7271,0.606
1653,31,1998,7271,1.204
1654,31,1999,7271,1.242
1655,31,2000,7271,1.115
1656,31,2001,7271,1.425
1657,31,2002,7271,1.416
1658,31,2003,7271,-0.125
1659,31,2004,7271,1.331
1660,31,2005,7271,0.879
1661,31,2006,7271,1.528
1662,31,2007,7271,0.98
1663,31,2008,7271,0.928
1664,31,2009,7271,0.799
1665,31,2010,7271,2.356
1666,31,2011,7271,0.768
1667,31,2012,7271,1.475
1668,31,2013,7271,1.565
1669,31,2014,7271,1.242
1670,31,2015,7271,1.667
1671,31,2016,7271,1.455
1672,31,2017,7271,1.306
1673,31,2018,7271,2.252
1674,31,2019,7271,2.012
1675,31,2020,7271,2.038
1676,31,2021,7271,2.109
1677,31,1992,6078,
1678,31,1993,6078,
1679,31,1994,6078,
1680,31,1995,6078,
1681,31,1996,6078,
1682,31,1997,6078,
1683,31,1998,6078,
1684,31,1999,6078,
1685,31,2000,6078,
1686,31,2001,6078,
1687,31,2002,6078,
1688,31,2003,6078,
1689,31,2004,6078,
1690,31,2005,6078,
1691,31,2006,6078,
1692,31,2007,6078,
1693,31,2008,6078,
1694,31,2009,6078,
1695,31,2010,6078,
1696,31,2011,6078,
1697,31,2012,6078,
1698,31,2013,6078,
1699,31,2014,6078,
1700,31,2015,6078,
1701,31,2016,6078,
1702,31,2017,6078,
1703,31,2018,6078,
1704,31,2019,6078,
1705,31,2020,6078,
1706,31,2021,6078,
1707,44,1961,7271,0.064
1708,44,1962,7271,-0.063
1709,44,1963,7271,-0.06
1710,44,1964,7271,0.215
1711,44,1965,7271,0.109
1712,44,1966,7271,-0.139
1713,44,1967,7271,-0.086
1714,44,1968,7271,-0.254
1715,44,1969,7271,-0.038
1716,44,1970,7271,-0.425
1717,44,1971,7271,-0.036
1718,44,1972,7271,0.327
1719,44,1973,7271,0.178
1720,44,1974,7271,-0.048
1721,44,1975,7271,0.343
1722,44,1976,7271,-0.356
1723,44,1977,7271,-0.022
1724,44,1978,7271,0.063
1725,44,1979,7271,0.15
1726,44,1980,7271,0.369
1727,44,1981,7271,-0.037
1728,44,1982,7271,0.524
1729,44,1983,7271,0.201
1730,44,1984,7271,0.082
1731,44,1985,7271,0.301
1732,44,1986,7271,0.291
1733,44,1987,7271,0.524
1734,44,1988,7271,0.49
1735,44,1989,7271,0.731
1736,44,1990,7271,0.832
1737,44,1991,7271,0.845
1738,44,1992,7271,0.349
1739,44,1993,7271,0.439
1740,44,1994,7271,0.862
1741,44,1995,7271,0.736
1742,44,1996,7271,0.084
1743,44,1997,7271,0.859
1744,44,1998,7271,1.011
1745,44,1999,7271,0.704
1746,44,2000,7271,0.29
1747,44,2001,7271,0.229
1748,44,2002,7271,0.952
1749,44,2003,7271,1.096
1750,44,2004,7271,0.42
1751,44,2005,7271,0.48
1752,44,2006,7271,0.424
1753,44,2007,7271,0.973
1754,44,2008,7271,0.893
1755,44,2009,7271,0.494
1756,44,2010,7271,0.399
1757,44,2011,7271,0.453
1758,44,2012,7271,0.452
1759,44,2013,7271,0.677
1760,44,2014,7271,0.994
1761,44,2015,7271,1.23
1762,44,2016,7271,1.164
1763,44,2017,7271,1.456
1764,44,2018,7271,1.168
1765,44,2019,7271,1.585
1766,44,2020,7271,1.693
1767,44,2021,7271,0.688
1768,44,1961,6078,0.25
1769,44,1962,6078,0.25
1770,44,1963,6078,0.25
1771,44,1964,6078,0.25
1772,44,1965,6078,0.25
1773,44,1966,6078,0.25
1774,44,1967,6078,0.25
1775,44,1968,6078,0.25
1776,44,1969,6078,0.25
1777,44,1970,6078,0.25
1778,44,1971,6078,0.25
1779,44,1972,6078,0.25
1780,44,1973,6078,0.25
1781,44,1974,6078,0.25
1782,44,1975,6078,0.25
1783,44,1976,6078,0.25
1784,44,1977,6078,0.25
1785,44,1978,6078,0.25
1786,44,1979,6078,0.25
1787,44,1980,6078,0.25
1788,44,1981,6078,0.25
1789,44,1982,6078,0.25
1790,44,1983,6078,0.25
1791,44,1984,6078,0.25
1792,44,1985,6078,0.25
1793,44,1986,6078,0.25
1794,44,1987,6078,0.25
1795,44,1988,6078,0.25
1796,44,1989,6078,0.25
1797,44,1990,6078,0.25
1798,44,1991,6078,0.25
1799,44,1992,6078,0.25
1800,44,1993,6078,0.25
1801,44,1994,6078,0.25
1802,44,1995,6078,0.25
1803,44,1996,6078,0.25
1804,44,1997,6078,0.25
1805,44,1998,6078,0.25
1806,44,1999,6078,0.25
1807,44,2000,6078,0.25
1808,44,2001,6078,0.25
1809,44,2002,6078,0.25
1810,44,2003,6078,0.25
1811,44,2004,6078,0.25
1812,44,2005,6078,0.25
1813,44,2006,6078,0.25
1814,44,2007,6078,0.25
1815,44,2008,6078,0.25
1816,44,2009,6078,0.25
1817,44,2010,6078,0.25
1818,44,2011,6078,0.25
1819,44,2012,6078,0.25
1820,44,2013,6078,0.25
1821,44,2014,6078,0.25
1822,44,2015,6078,0.25
1823,44,2016,6078,0.25
1824,44,2017,6078,0.25
1825,44,2018,6078,0.25
1826,44,2019,6078,0.25
1827,44,2020,6078,0.25
1828,44,2021,6078,0.25
1829,48,1961,7271,-0.412
1830,48,1962,7271,0.439
1831,48,1963,7271,0.667
1832,48,1964,7271,-0.536
1833,48,1965,7271,0.251
1834,48,1966,7271,0.539
1835,48,1967,7271,-0.377
1836,48,1968,7271,-0.47
1837,48,1969,7271,0.537
1838,48,1970,7271,0.216
1839,48,1971,7271,-0.284
1840,48,1972,7271,-0.609
1841,48,1973,7271,-0.275
1842,48,1974,7271,-0.277
1843,48,1975,7271,-0.267
1844,48,1976,7271,-0.561
1845,48,1977,7271,0.267
1846,48,1978,7271,0.027
1847,48,1979,7271,0.779
1848,48,1980,7271,0.269
1849,48,1981,7271,0.319
1850,48,1982,7271,-0.214
1851,48,1983,7271,-0.988
1852,48,1984,7271,-0.12
1853,48,1985,7271,0.215
1854,48,1986,7271,0.505
1855,48,1987,7271,0.374
1856,48,1988,7271,0.452
1857,48,1989,7271,-0.139
1858,48,1990,7271,0.164
1859,48,1991,7271,-0.442
1860,48,1992,7271,-0.739
1861,48,1993,7271,-0.074
1862,48,1994,7271,0.792
1863,48,1995,7271,0.038
1864,48,1996,7271,0.476
1865,48,1997,7271,0.152
1866,48,1998,7271,1.205
1867,48,1999,7271,1.882
1868,48,2000,7271,1.05
1869,48,2001,7271,1.136
1870,48,2002,7271,1.492
1871,48,2003,7271,1.157
1872,48,2004,7271,1.274
1873,48,2005,7271,0.945
1874,48,2006,7271,1.682
1875,48,2007,7271,0.885
1876,48,2008,7271,1.127
1877,48,2009,7271,1.017
1878,48,2010,7271,1.993
1879,48,2011,7271,1.207
1880,48,2012,7271,1.152
1881,48,2013,7271,1.274
1882,48,2014,7271,1.67
1883,48,2015,7271,2.212
1884,48,2016,7271,1.489
1885,48,2017,7271,1.95
1886,48,2018,7271,2.11
1887,48,2019,7271,1.986
1888,48,2020,7271,1.982
1889,48,2021,7271,2.427
1890,48,1961,6078,0.395
1891,48,1962,6078,0.395
1892,48,1963,6078,0.395
1893,48,1964,6078,0.395
1894,48,1965,6078,0.395
1895,48,1966,6078,0.395
1896,48,1967,6078,0.395
1897,48,1968,6078,0.395
1898,48,1969,6078,0.395
1899,48,1970,6078,0.395
1900,48,1971,6078,0.395
1901,48,1972,6078,0.395
1902,48,1973,6078,0.395
1903,48,1974,6078,0.395
1904,48,1975,6078,0.395
1905,48,1976,6078,0.395
1906,48,1977,6078,0.395
1907,48,1978,6078,0.395
1908,48,1979,6078,0.395
1909,48,1980,6078,0.395
1910,48,1981,6078,0.395
1911,48,1982,6078,0.395
1912,48,1983,6078,0.395
1913,48,1984,6078,0.395
1914,48,1985,6078,0.395
1915,48,1986,6078,0.395
1916,48,1987,6078,0.395
1917,48,1988,6078,0.395
1918,48,1989,6078,0.395
1919,48,1990,6078,0.395
1920,48,1991,6078,0.395
1921,48,1992,6078,0.395
1922,48,1993,6078,0.395
1923,48,1994,6078,0.395
1924,48,1995,6078,0.395
1925,48,1996,6078,0.395
1926,48,1997,6078,0.395
1927,48,1998,6078,0.395
